scenario,loglikelihood,AIC,deltaAIC,rel.LL,weights
s1,-294.46463804285,596.9292760857,8.21188410934974,0.0164744916539033,0.016199393716607
s2,-290.358695988175,588.71739197635,0,1,0.983301582648155
s3,-297.967544733749,603.935089467499,15.2176974911486,0.000496042601119261,0.000487759474741476
null,-303.735741090535,611.47148218107,22.7540902047198,1.14554483540254e-05,1.12641604964574e-05
